Id,R/O_final,Country,Entry,Artist,Song,Language,Placing,Year,R/O,Event
660,9.0,Iceland,8,Inga [is],Þá veistu svarið,Icelandic,13,1993,,
661,10.0,Austria,32,Tony Wegas,Maria Magdalena,German,14,1993,,
662,11.0,Portugal,29,Anabela,A cidade (até ser dia),Portuguese,10,1993,,
663,12.0,France,36,Patrick Fiori,Mama Corsica,"French, Corsican",4,1993,,
664,13.0,Sweden,33,Arvingarna,Eloise,Swedish,7,1993,,
665,14.0,Ireland,28,Niamh Kavanagh,In Your Eyes,English,1,1993,,
666,15.0,Luxembourg,37,Modern Times,Donne-moi une chance,"French, Luxembourgish",20,1993,,
667,16.0,Slovenia,1,1X Band,Tih deževen dan,Slovene,22,1993,,
668,17.0,Finland,32,Katri Helena,Tule luo,Finnish,17,1993,,
669,18.0,Bosnia and Herzegovina,1,Fazla,Sva bol svijeta,Bosnian,16,1993,,
670,19.0,United Kingdom,36,Sonia,Better the Devil You Know,English,2,1993,,
671,20.0,Netherlands,36,Ruth Jacott,Vrede,Dutch,6,1993,,
672,21.0,Croatia,1,Put,Don't Ever Cry,"Croatian, English",15,1993,,
673,22.0,Spain,33,Eva Santamaría,Hombres,Spanish,11,1993,,
674,23.0,Cyprus,12,Zymboulakis & Van Beke [de],Mi stamatas (Μη σταματάς),Greek,19,1993,,
675,24.0,Israel,19,Lahakat Shiru,Shiru (שירו),"Hebrew, English",24,1993,,
676,25.0,Norway,33,Silje Vige,Alle mine tankar,Norwegian,5,1993,,
677,1.0,Sweden,34,Marie Bergman & Roger Pontare,Stjärnorna,Swedish,13,1994,,
678,2.0,Finland,33,CatCat,Bye Bye Baby,Finnish,22,1994,,
679,3.0,Ireland,29,Paul Harrington & Charlie McGettigan,Rock 'n' Roll Kids,English,1,1994,,
680,4.0,Cyprus,13,Evridiki,Eimai anthropos ki ego (Είμαι άνθρωπος κι εγώ),Greek,11,1994,,
681,5.0,Iceland,9,Sigga,Nætur,Icelandic,12,1994,,
682,6.0,United Kingdom,37,Frances Ruffelle,We Will Be Free (Lonely Symphony),English,10,1994,,
683,7.0,Croatia,2,Tony Cetinski,Nek' ti bude ljubav sva,Croatian,16,1994,,
684,8.0,Portugal,30,Sara Tavares,Chamar a música,Portuguese,8,1994,,
685,9.0,Switzerland,39,Duilio,Sto pregando,Italian,19,1994,,
686,10.0,Estonia,1,Silvi Vrait,Nagu merelaine,Estonian,24,1994,,
687,11.0,Romania,1,Dan Bittman,Dincolo de nori,Romanian,21,1994,,
688,12.0,Malta,7,Chris and Moira,More Than Love,English,5,1994,,
689,13.0,Netherlands,37,Willeke Alberti,Waar is de zon,Dutch,23,1994,,
690,14.0,Germany,39,MeKaDo,Wir geben 'ne Party,German[c],3,1994,,
691,15.0,Slovakia,1,Martin Ďurinda & Tublatanka,Nekonečná pieseň,Slovak,19,1994,,
692,16.0,Lithuania,1,Ovidijus Vyšniauskas,Lopšinė mylimai,Lithuanian,25,1994,,
693,17.0,Norway,34,Elisabeth Andreassen & Jan Werner Danielsen,Duett,Norwegian,6,1994,,
694,18.0,Bosnia and Herzegovina,2,Alma & Dejan,Ostani kraj mene,Bosnian,15,1994,,
695,19.0,Greece,17,Kostas Bigalis & The Sea Lovers,To trehandiri (Το τρεχαντήρι),Greek,14,1994,,
696,20.0,Austria,33,Petra Frey,Für den Frieden der Welt,German,17,1994,,
697,21.0,Spain,34,Alejandro Abad,Ella no es ella,Spanish,18,1994,,
698,22.0,Hungary,1,Friderika Bayer,Kinek mondjam el vétkeimet?,Hungarian,4,1994,,
699,23.0,Russia,1,Youddiph,Vechnyy strannik (Вечный странник),Russian,9,1994,,
700,24.0,Poland,1,Edyta Górniak,To nie ja!,Polish,2,1994,,
701,25.0,France,37,Nina Morato,Je suis un vrai garçon,French,7,1994,,
702,1.0,Poland,2,Justyna,Sama,Polish,18,1995,,
703,2.0,Ireland,30,Eddie Friel,Dreamin',English,14,1995,,
704,3.0,Germany,40,Stone & Stone,Verliebt in Dich,German,23,1995,,
705,4.0,Bosnia and Herzegovina,3,Davor Popović,Dvadeset prvi vijek,Bosnian,19,1995,,
706,5.0,Norway,35,Secret Garden,Nocturne,Norwegian,1,1995,,
707,6.0,Russia,2,Philipp Kirkorov,Kolybel'naya dlya vulkana (Колыбельная для вулкана),Russian,17,1995,,
708,7.0,Iceland,10,Bo Halldórsson,Núna,Icelandic,15,1995,,
709,8.0,Austria,34,Stella Jones [de],Die Welt dreht sich verkehrt,German,13,1995,,
710,9.0,Spain,35,Anabel Conde,Vuelve conmigo,Spanish,2,1995,,
711,10.0,Turkey,17,Arzu Ece,Sev,Turkish,16,1995,,
712,11.0,Croatia,3,Magazin & Lidija,Nostalgija,Croatian,6,1995,,
713,12.0,France,38,Nathalie Santamaria,Il me donne rendez-vous,French,4,1995,,
714,13.0,Hungary,2,Csaba Szigeti [hu],Új név a régi ház falán,Hungarian,22,1995,,
715,14.0,Belgium,39,Frédéric Etherlinck,La voix est libre,French,20,1995,,
716,15.0,United Kingdom,38,Love City Groove,Love City Groove,English,10,1995,,
717,16.0,Portugal,31,Tó Cruz,Baunilha e chocolate,Portuguese,21,1995,,
718,17.0,Cyprus,14,Alexandros Panayi,Sti fotia (Στη φωτιά),Greek,9,1995,,
719,18.0,Sweden,35,Jan Johansen,Se på mig,Swedish,3,1995,,
720,19.0,Denmark,27,Aud Wilken,Fra Mols til Skagen,Danish,5,1995,,
721,20.0,Slovenia,2,Darja Švajger,Prisluhni mi,Slovene,7,1995,,
722,21.0,Israel,20,Liora [he],Amen (אמן),Hebrew,8,1995,,
723,22.0,Malta,8,Mike Spiteri [de],Keep Me in Mind,English,10,1995,,
724,23.0,Greece,18,Elina Konstantopoulou,Pia prosefhi (Ποια προσευχή),Greek[o],12,1995,,
725,1.0,Turkey,18,Şebnem Paker,Beşinci Mevsim,Turkish,12,1996,,
726,2.0,United Kingdom,39,Gina G,Ooh Aah... Just a Little Bit,English,8,1996,,
727,3.0,Spain,36,Antonio Carbonell,"¡Ay, qué deseo!",Spanish,20,1996,,
728,4.0,Portugal,32,Lúcia Moniz,O meu coração não tem cor,Portuguese,6,1996,,
729,5.0,Cyprus,15,Constantinos Christoforou,Mono yia mas (Μόνο για μας),Greek,9,1996,,
730,6.0,Malta,9,Miriam Christine,In a Woman's Heart,English,10,1996,,
731,7.0,Croatia,4,Maja Blagdan,Sveta ljubav,Croatian,4,1996,,
732,8.0,Austria,35,George Nussbaumer [de],Weil's dr guat got,Vorarlbergish,10,1996,,
733,9.0,Switzerland,40,Kathy Leander,Mon cœur l'aime,French,16,1996,,
734,10.0,Greece,19,Marianna Efstratiou,Emis forame to himona anixiatika (Εμείς φοράμε το χειμώνα ανοιξιάτικα),Greek,14,1996,,
735,11.0,Estonia,2,Maarja-Liis Ilus & Ivo Linna,Kaelakee hääl,Estonian,5,1996,,
736,12.0,Norway,36,Elisabeth Andreassen,I evighet,Norwegian,2,1996,,
737,13.0,France,39,Dan Ar Braz & L'Héritage des Celtes,Diwanit bugale,Breton,19,1996,,
738,14.0,Slovenia,3,Regina,Dan najlepših sanj,Slovene,21,1996,,
739,15.0,Netherlands,38,Maxine & Franklin Brown,De eerste keer,Dutch,7,1996,,
740,16.0,Belgium,40,Lisa del Bo,Liefde is een kaartspel,Dutch,16,1996,,
741,17.0,Ireland,31,Eimear Quinn,The Voice,English,1,1996,,
742,18.0,Finland,34,Jasmine,Niin kaunis on taivas,Finnish,23,1996,,
743,19.0,Iceland,11,Anna Mjöll,Sjúbídú,Icelandic,13,1996,,
744,20.0,Poland,3,Kasia Kowalska,Chcę znać swój grzech...,Polish,15,1996,,
745,21.0,Bosnia and Herzegovina,4,Amila Glamočak,Za našu ljubav,Bosnian,22,1996,,
746,22.0,Slovakia,2,Marcel Palonder,Kým nás máš,Slovak,18,1996,,
747,23.0,Sweden,36,One More Time,Den vilda,Swedish,3,1996,,
748,1.0,Cyprus,16,Hara & Andreas Konstantinou,Mana mou (Μάνα μου),Greek,5,1997,,
749,2.0,Turkey,19,Şebnem Paker & Grup Etnic,Dinle,Turkish,3,1997,,
750,3.0,Norway,37,Tor Endresen,San Francisco,Norwegian[c],24,1997,,
751,4.0,Austria,36,Bettina Soriat,One Step,German[c],21,1997,,
752,5.0,Ireland,32,Marc Roberts,Mysterious Woman,English,2,1997,,
753,6.0,Slovenia,4,Tanja Ribič,Zbudi se,Slovene,10,1997,,
754,7.0,Switzerland,41,Barbara Berta [fr],Dentro di me,Italian,22,1997,,
755,8.0,Netherlands,39,Mrs. Einstein,Niemand heeft nog tijd,Dutch,22,1997,,
756,9.0,Italy,36,Jalisse,Fiumi di parole,Italian,4,1997,,
757,10.0,Spain,37,Marcos Llunas,Sin rencor,Spanish,6,1997,,
758,11.0,Germany,41,Bianca Shomburg,Zeit,German,18,1997,,
759,12.0,Poland,4,Anna Maria Jopek,Ale jestem,Polish,11,1997,,
760,13.0,Estonia,3,Maarja-Liis Ilus,Keelatud maa,Estonian,8,1997,,
761,14.0,Bosnia and Herzegovina,5,Alma Čardžić,Goodbye,Bosnian,18,1997,,
762,15.0,Portugal,33,Célia Lawson [pt],Antes do adeus,Portuguese,24,1997,,
763,16.0,Sweden,37,Blond,Bara hon älskar mig,Swedish,14,1997,,
764,17.0,Greece,20,Marianna Zorba,Horepse (Χόρεψε),Greek,12,1997,,
765,18.0,Malta,10,Debbie Scerri,Let Me Fly,English,9,1997,,
766,19.0,Hungary,3,V.I.P.,"Miért kell, hogy elmenj?",Hungarian,12,1997,,
767,20.0,Russia,3,Alla Pugacheva,Primadonna (Примадонна),Russian,15,1997,,
768,21.0,Denmark,28,Kølig Kaj,Stemmen i mit liv,Danish,16,1997,,
769,22.0,France,40,Fanny,Sentiments songes,French,7,1997,,
770,23.0,Croatia,5,E.N.I.,Probudi me,Croatian,17,1997,,
771,24.0,United Kingdom,40,Katrina and the Waves,Love Shine a Light,English,1,1997,,
772,25.0,Iceland,12,Paul Oscar,Minn hinsti dans,Icelandic,20,1997,,
773,1.0,Croatia,6,Danijela,Neka mi ne svane,Croatian,5,1998,,
774,2.0,Greece,21,Thalassa,Mia krifi evesthisia (Μια κρυφή ευαισθησία),Greek,20,1998,,
775,3.0,France,41,Marie Line,Où aller,French,24,1998,,
776,4.0,Spain,38,Mikel Herzog,¿Qué voy a hacer sin ti?,Spanish,16,1998,,
777,5.0,Switzerland,42,Gunvor,Lass ihn,German,25,1998,,
778,6.0,Slovakia,3,Katarína Hasprová,Modlitba,Slovak,21,1998,,
779,7.0,Poland,5,Sixteen,To takie proste,Polish,17,1998,,
780,8.0,Israel,21,Dana International,Diva (דיווה),Hebrew,1,1998,,
781,9.0,Germany,42,Guildo Horn,Guildo hat euch lieb!,German,7,1998,,
782,10.0,Malta,11,Chiara,The One That I Love,English,3,1998,,
783,11.0,Hungary,4,Charlie,A holnap már nem lesz szomorú,Hungarian,23,1998,,
784,12.0,Slovenia,5,Vili Resnik,Naj bogovi slišijo,Slovene,18,1998,,
785,13.0,Ireland,33,Dawn Martin,Is Always Over Now?,English,9,1998,,
786,14.0,Portugal,34,Alma Lusa,Se eu te pudesse abraçar,Portuguese,12,1998,,
787,15.0,Romania,2,Mălina Olinescu,Eu cred,Romanian,22,1998,,
788,16.0,United Kingdom,41,Imaani,Where Are You?,English,2,1998,,
789,17.0,Cyprus,17,Michael Hajiyanni,Genesis (Γένεσις),Greek,11,1998,,
790,18.0,Netherlands,40,Edsilia Rombley,Hemel en aarde,Dutch,4,1998,,
791,19.0,Sweden,38,Jill Johnson,Kärleken är,Swedish,10,1998,,
792,20.0,Belgium,41,Mélanie Cohl,Dis oui,French,6,1998,,
793,21.0,Finland,35,Edea,Aava,Finnish,15,1998,,
794,22.0,Norway,38,Lars A. Fredriksen,Alltid sommer,Norwegian,8,1998,,
795,23.0,Estonia,4,Koit Toome,Mere lapsed,Estonian,12,1998,,
796,24.0,Turkey,20,Tüzmen,Unutamazsın,Turkish,14,1998,,
797,25.0,Macedonia,1,Vlado Janevski,"Ne zori, zoro (Не зори, зоро)",Macedonian,19,1998,,
798,1.0,Lithuania,2,Aistė,Strazdas,Samogitian,20,1999,,
799,2.0,Belgium,42,Vanessa Chinitor,Like the Wind,English,12,1999,,
800,3.0,Spain,39,Lydia,No quiero escuchar,Spanish,23,1999,,
801,4.0,Croatia,7,Doris Dragović,Marija Magdalena,Croatian,4,1999,,
802,5.0,United Kingdom,42,Precious,Say It Again,English,12,1999,,
803,6.0,Slovenia,6,Darja Švajger,For a Thousand Years,English,11,1999,,
804,7.0,Turkey,21,Tuba Önal & Grup Mistik,Dön Artık,Turkish,16,1999,,
805,8.0,Norway,39,Van Eijk,Living My Life Without You,English,14,1999,,
806,9.0,Denmark,29,Trine Jepsen & Michael Teschl,This Time I Mean It,English,8,1999,,
807,10.0,France,42,Nayah,Je veux donner ma voix,French,19,1999,,
808,11.0,Netherlands,41,Marlayne,One Good Reason,English,8,1999,,
809,12.0,Poland,6,Mietek Szcześniak [pl],Przytul mnie mocno,Polish,18,1999,,
810,13.0,Iceland,13,Selma,All Out of Luck,English,2,1999,,
811,14.0,Cyprus,18,Marlain,Tha'nai erotas (Θα'ναι έρωτας),Greek,22,1999,,
812,15.0,Sweden,39,Charlotte Nilsson,Take Me to Your Heaven,English,1,1999,,
813,16.0,Portugal,35,Rui Bandeira,Como tudo começou,Portuguese,21,1999,,
814,17.0,Ireland,34,The Mullans,When You Need Me,English,17,1999,,
815,18.0,Austria,37,Bobbie Singer,Reflection,English,10,1999,,
816,19.0,Israel,22,Eden,Yom Huledet (יום הולדת),"Hebrew, English",5,1999,,
817,20.0,Malta,12,Times Three,Believe 'n Peace,English,15,1999,,
818,21.0,Germany,43,Sürpriz,Reise nach Jerusalem – Kudüs'e seyahat,"German, Turkish, English[i]",3,1999,,
819,22.0,Bosnia and Herzegovina,6,Dino & Béatrice,Putnici,"Bosnian, French",7,1999,,
820,23.0,Estonia,5,Evelin Samuel & Camille,Diamond of Night,English,6,1999,,
821,1.0,Israel,23,PingPong,Sameach (שמח),Hebrew[c],22,2000,,
822,2.0,Netherlands,42,Linda Wagenmakers,No Goodbyes,English,13,2000,,
823,3.0,United Kingdom,43,Nicki French,Don't Play That Song Again,English,16,2000,,
824,4.0,Estonia,6,Ines,Once in a Lifetime,English,4,2000,,
825,5.0,France,43,Sofia Mestari,On aura le ciel,French,23,2000,,
826,6.0,Romania,3,Taxi,The Moon,English,17,2000,,
827,7.0,Malta,13,Claudette Pace,Desire,English[p],8,2000,,
828,8.0,Norway,40,Charmed,My Heart Goes Boom,English,11,2000,,
829,9.0,Russia,4,Alsou,Solo,English,2,2000,,
830,10.0,Belgium,43,Nathalie Sorce,Envie de vivre,French,24,2000,,
831,11.0,Cyprus,19,Voice,Nomiza (Νόμιζα),"Greek, Italian",21,2000,,
832,12.0,Iceland,14,August & Telma,Tell Me!,English,12,2000,,
833,13.0,Spain,40,Serafín Zubiri,Colgado de un sueño,Spanish,18,2000,,
834,14.0,Denmark,30,Olsen Brothers,Fly on the Wings of Love,English,1,2000,,
835,15.0,Germany,44,Stefan Raab,Wadde hadde dudde da?,"German, English",5,2000,,
836,16.0,Switzerland,43,Jane Bogaert [de],La vita cos'è?,Italian,20,2000,,
837,17.0,Croatia,8,Goran Karan,Kad zaspu anđeli,Croatian,9,2000,,
838,18.0,Sweden,40,Roger Pontare,When Spirits Are Calling My Name,English,7,2000,,
839,19.0,Macedonia,2,XXL,100% te ljubam (100% те љубам),"Macedonian, English",15,2000,,
840,20.0,Finland,36,Nina Åström,A Little Bit,English,18,2000,,
841,21.0,Latvia,1,Brainstorm,My Star,English,3,2000,,
842,22.0,Turkey,22,Pınar Ayhan & the S.O.S.,Yorgunum Anla,"Turkish, English",10,2000,,
843,23.0,Ireland,35,Eamonn Toal,Millennium of Love,English,6,2000,,
844,24.0,Austria,38,The Rounder Girls,All to You,English,14,2000,,
845,1.0,Netherlands,43,Michelle,Out On My Own,English,18,2001,,
846,2.0,Iceland,15,Two Tricky,Angel,English,22,2001,,
847,3.0,Bosnia and Herzegovina,7,Nino Pršeš,Hano,"Bosnian, English",14,2001,,
848,4.0,Norway,41,Haldor Lægreid,On My Own,English,22,2001,,
849,5.0,Israel,24,Tal Sondak,En Davar (אין דבר),Hebrew,16,2001,,
850,6.0,Russia,5,Mumiy Troll,Lady Alpine Blue,English,12,2001,,
851,7.0,Sweden,41,Friends,Listen to Your Heartbeat,English,5,2001,,
852,8.0,Lithuania,3,Skamp,You Got Style,"English, Lithuanian",13,2001,,
853,9.0,Latvia,2,Arnis Mednis,Too Much,English,18,2001,,
854,10.0,Croatia,9,Vanna,Strings of My Heart,English,10,2001,,
855,11.0,Portugal,36,MTM,Só sei ser feliz assim,Portuguese,17,2001,,
856,12.0,Ireland,36,Gary O'Shaughnessy,Without Your Love,English,21,2001,,
857,13.0,Spain,41,David Civera,Dile que la quiero,Spanish,6,2001,,
858,14.0,France,44,Natasha St-Pier,Je n'ai que mon âme,"French, English",4,2001,,
859,15.0,Turkey,23,Sedat Yüce,Sevgiliye Son,"Turkish, English",11,2001,,
860,16.0,United Kingdom,44,Lindsay Dracass,No Dream Impossible,English,15,2001,,
861,17.0,Slovenia,7,Nuša Derenda,Energy,English,7,2001,,
862,18.0,Poland,7,Piasek,2 Long,English,20,2001,,
863,19.0,Germany,45,Michelle,Wer Liebe lebt,"German, English",8,2001,,
864,20.0,Estonia,7,"Tanel Padar, Dave Benton & 2XL",Everybody,English,1,2001,,
865,21.0,Malta,14,Fabrizio Faniello,Another Summer Night,English,9,2001,,
866,22.0,Greece,22,Antique,(I Would) Die for You,"Greek, English",3,2001,,
867,23.0,Denmark,31,Rollo & King,Never Ever Let You Go,English,2,2001,,
868,1.0,Cyprus,20,One,Gimme,English,6,2002,,
869,2.0,United Kingdom,45,Jessica Garlick,Come Back,English,3,2002,,
870,3.0,Austria,39,Manuel Ortega,Say a Word,English,18,2002,,
871,4.0,Greece,23,Michalis Rakintzis,S.A.G.A.P.O.,English[q],17,2002,,
872,5.0,Spain,42,Rosa,Europe's Living a Celebration,Spanish,7,2002,,
873,6.0,Croatia,10,Vesna Pisarović,Everything I Want,English,11,2002,,
874,7.0,Russia,6,Prime Minister,Northern Girl,English,10,2002,,
875,8.0,Estonia,8,Sahlene,Runaway,English,3,2002,,
876,9.0,Macedonia,3,Karolina,Od nas zavisi (Од нас зависи),Macedonian,19,2002,,
877,10.0,Israel,25,Sarit Hadad,Light a Candle,"Hebrew, English",12,2002,,
878,11.0,Switzerland,44,Francine Jordi,Dans le jardin de mon âme,French,22,2002,,
879,12.0,Sweden,42,Afro-dite,Never Let It Go,English,8,2002,,
880,13.0,Finland,37,Laura,Addicted to You,English,20,2002,,
881,14.0,Denmark,32,Malene,Tell Me Who You Are,English,24,2002,,
882,15.0,Bosnia and Herzegovina,8,Maja Tatić,Na jastuku za dvoje (На јастуку за двоје),"Serbian, English",13,2002,,
883,16.0,Belgium,44,Sergio & The Ladies,Sister,English,13,2002,,
884,17.0,France,45,Sandrine François,Il faut du temps,French,5,2002,,
885,18.0,Germany,46,Corinna May,I Can't Live Without Music,English,21,2002,,
886,19.0,Turkey,24,Buket Bengisu & Group Safir,Leylaklar Soldu Kalbinde,"Turkish, English",16,2002,,
887,20.0,Malta,15,Ira Losco,7th Wonder,English,2,2002,,
888,21.0,Romania,4,Monica Anghel & Marcel Pavel,Tell Me Why,English,9,2002,,
889,22.0,Slovenia,8,Sestre,Samo ljubezen,Slovene,13,2002,,
890,23.0,Latvia,3,Marie N,I Wanna,English,1,2002,,
891,24.0,Lithuania,4,Aivaras,Happy You,English,23,2002,,
892,1.0,Iceland,16,Birgitta,Open Your Heart,English,8,2003,,
893,2.0,Austria,40,Alf Poier,Weil der Mensch zählt,Styrian,6,2003,,
894,3.0,Ireland,37,Mickey Harte,We've Got the World,English,11,2003,,
895,4.0,Turkey,25,Sertab Erener,Everyway That I Can,English,1,2003,,
896,5.0,Malta,16,Lynn Chircop,To Dream Again,English,25,2003,,
897,6.0,Bosnia and Herzegovina,9,Mija Martina,Ne brini,"Croatian, English",16,2003,,
898,7.0,Portugal,37,Rita Guerra,Deixa-me sonhar,"Portuguese, English",22,2003,,
899,8.0,Croatia,11,Claudia Beni,Više nisam tvoja,"Croatian, English",15,2003,,
900,9.0,Cyprus,21,Stelios Constantas,Feeling Alive,English,20,2003,,
901,10.0,Germany,47,Lou,Let's Get Happy,English,11,2003,,
902,11.0,Russia,7,t.A.T.u.,"Ne ver', ne boysia (Не верь, не бойся)",Russian,3,2003,,
903,12.0,Spain,43,Beth,Dime,Spanish,8,2003,,
904,13.0,Israel,26,Lior Narkis,Words for Love,Hebrew[b][c][d][q],19,2003,,
905,14.0,Netherlands,44,Esther Hart,One More Night,English,13,2003,,
906,15.0,United Kingdom,46,Jemini,Cry Baby,English,26,2003,,
907,16.0,Ukraine,1,Olexandr,Hasta la Vista,English,14,2003,,
908,17.0,Greece,24,Mando,Never Let You Go,English,17,2003,,
909,18.0,Norway,42,Jostein Hasselgård,I'm Not Afraid to Move On,English,4,2003,,
910,19.0,France,46,Louisa Baïleche,Monts et merveilles,French,18,2003,,
911,20.0,Poland,8,Ich Troje,Keine Grenzen – Żadnych granic,"German, Polish, Russian",7,2003,,
912,21.0,Latvia,4,F.L.Y.,Hello from Mars,English,24,2003,,
913,22.0,Belgium,45,Urban Trad,Sanomi,Imaginary,2,2003,,
914,23.0,Estonia,9,Ruffus,Eighties Coming Back,English,21,2003,,
915,24.0,Romania,5,Nicola,Don't Break My Heart,English,10,2003,,
916,25.0,Sweden,43,Fame,Give Me Your Love,English,5,2003,,
917,26.0,Slovenia,9,Karmen,Nanana,English,23,2003,,
918,,Finland,38,Jari Sillanpää,Takes 2 to Tango,English,0,2004,1.0,SF
919,,Belarus,1,Aleksandra and Konstantin,My Galileo,English,0,2004,2.0,SF
920,,Switzerland,45,Piero Esteriore & The MusicStars,Celebrate!,English,0,2004,3.0,SF
921,,Latvia,5,Fomins and Kleins,Dziesma par laimi,Latvian,0,2004,4.0,SF
922,,Israel,27,David D'Or,Leha'amin (להאמין),"Hebrew, English",0,2004,5.0,SF
923,,Andorra,1,Marta Roure,Jugarem a estimar-nos,Catalan,0,2004,6.0,SF
924,,Portugal,38,Sofia Vitória,Foi magia,Portuguese,0,2004,7.0,SF
926,,Monaco,22,Maryon,Notre planète,French,0,2004,9.0,SF
929,,Lithuania,5,Linas and Simona,What's Happened to Your Love?,English,0,2004,12.0,SF
933,,Slovenia,10,Platin,Stay Forever,English,0,2004,16.0,SF
934,,Estonia,10,Neiokõsõ,Tii,Võro,0,2004,17.0,SF
936,,Denmark,33,Tomas Thordarson,Shame on You,English,0,2004,19.0,SF
954,,Austria,42,Global.Kryner,Y así,"English, Spanish",0,2005,1.0,SF
955,,Lithuania,6,Laura & The Lovers,Little by Little,English,0,2005,2.0,SF
956,,Portugal,39,2B,Amar,"Portuguese, English",0,2005,3.0,SF
959,,Monaco,23,Lise Darly,Tout de moi,French,0,2005,6.0,SF
961,,Belarus,2,Angelica Agurbash,Love Me Tonight,English,0,2005,8.0,SF
962,,Netherlands,46,Glennis Grace,My Impossible Dream,English,0,2005,9.0,SF
963,,Iceland,18,Selma,If I Had Your Love,English,0,2005,10.0,SF
964,,Belgium,47,Nuno Resende,Le grand soir,French,0,2005,11.0,SF
965,,Estonia,11,Suntribe,Let's Get Loud,English,0,2005,12.0,SF
969,,Finland,39,Geir Rönning,Why,English,0,2005,16.0,SF
971,,Andorra,2,Marian van de Wal,La mirada interior,Catalan,0,2005,18.0,SF
974,,Bulgaria,1,Kaffe,Lorraine,English,0,2005,21.0,SF
975,,Ireland,39,Donna & Joe,Love?,English,0,2005,22.0,SF
976,,Slovenia,11,Omar Naber,Stop,Slovene,0,2005,23.0,SF
978,,Poland,10,Ivan & Delfin [pl],Czarna dziewczyna,"Polish, Russian",0,2005,25.0,SF
994,,Bulgaria,2,Mariana Popova,Let Me Cry,English,0,2006,2.0,SF
995,,Slovenia,12,Anžej Dežan,Mr Nobody,English,0,2006,3.0,SF
996,,Andorra,3,Jenny,Sense tu,Catalan,0,2006,4.0,SF
997,,Belarus,3,Polina Smolova,Mum,English,0,2006,5.0,SF
998,,Albania,3,Luiz Ejlli,Zjarr e ftohtë,Albanian,0,2006,6.0,SF
999,,Belgium,48,Kate Ryan,Je t'adore,English,0,2006,7.0,SF
1001,,Cyprus,24,Annet Artani,Why Angels Cry,English,0,2006,9.0,SF
1002,,Monaco,24,Séverine Ferrer,La Coco-Dance,"French, Tahitian",0,2006,10.0,SF
1004,,Poland,11,Ich Troje feat. Real McCoy,Follow My Heart,"English, Polish, German, Russian[b]",0,2006,12.0,SF
1009,,Netherlands,47,Treble,Amambanda,"English, Imaginary",0,2006,17.0,SF
1011,,Portugal,40,Nonstop,Coisas de nada,"Portuguese, English",0,2006,19.0,SF
1013,,Estonia,12,Sandra Oxenryd,Through My Window,English,0,2006,21.0,SF
1015,,Iceland,19,Silvia Night,Congratulations,English,0,2006,23.0,SF
1031,,Israel,30,Teapacks,Push the Button,"English, French, Hebrew",0,2007,2.0,SF
1032,,Cyprus,25,Evridiki,"Comme ci, comme ça",French,0,2007,3.0,SF
1034,,Iceland,20,Eiríkur Hauksson,Valentine Lost,English,0,2007,5.0,SF
1036,,Montenegro,1,Stevan Faddy,"'Ajde, kroči ('Ајде, крочи)",Montenegrin,0,2007,7.0,SF
1037,,Switzerland,48,DJ BoBo,Vampires Are Alive,English,0,2007,8.0,SF
1039,,Netherlands,48,Edsilia Rombley,On Top of the World,English,0,2007,10.0,SF
1040,,Albania,4,Frederik Ndoci,Hear My Plea,"English, Albanian",0,2007,11.0,SF
1041,,Denmark,36,DQ,Drama Queen,English,0,2007,12.0,SF
1042,,Croatia,15,Dragonfly feat. Dado Topić,Vjerujem u ljubav,"Croatian, English",0,2007,13.0,SF
1043,,Poland,12,The Jet Set,Time to Party,English,0,2007,14.0,SF
1045,,Czech Republic,1,Kabát,Malá dáma,Czech,0,2007,16.0,SF
1046,,Portugal,41,Sabrina,Dança comigo,"Portuguese, English[a][g]",0,2007,17.0,SF
1048,,Norway,46,Guri Schanke,Ven a bailar conmigo,English[b],0,2007,19.0,SF
1049,,Malta,20,Olivia Lewis,Vertigo,English,0,2007,20.0,SF
1050,,Andorra,4,Anonymous,Salvem el món,"Catalan, English",0,2007,21.0,SF
1052,,Estonia,13,Gerli Padar,Partners in Crime,English,0,2007,23.0,SF
1053,,Belgium,49,The KMG's,LovePower,English,0,2007,24.0,SF
1056,,Austria,43,Eric Papilaya,Get a Life – Get Alive,English,0,2007,27.0,SF
1159,,Estonia,16,Malcolm Lincoln,Siren,English,0,2010,3.0,SF1
1160,,Slovakia,5,Kristína,Horehronie,Slovak,0,2010,4.0,SF1
1161,,Finland,44,Kuunkuiskaajat,Työlki ellää,Finnish,0,2010,5.0,SF1
1162,,Latvia,11,Aisha,What For?,English,0,2010,6.0,SF1
1165,,Poland,15,Marcin Mroziński,Legenda,"English, Polish",0,2010,9.0,SF1
1167,,Malta,23,Thea Garrett,My Dream,English,0,2010,11.0,SF1
1171,,Macedonia,10,Gjoko Taneski,Jas ja imam silata (Јас ја имам силата),Macedonian,0,2010,15.0,SF1
1174,,Lithuania,11,InCulto,Eastern European Funk,English,0,2010,1.0,SF2
1178,,Switzerland,51,Michael von der Heide,Il pleut de l'or,French,0,2010,5.0,SF2
1179,,Sweden,50,Anna Bergendahl,This Is My Life,English,0,2010,6.0,SF2
1182,,Netherlands,51,Sieneke,Ik ben verliefd (Sha-la-lie),Dutch,0,2010,9.0,SF2
1184,,Slovenia,16,Ansambel Žlindra & Kalamari,Narodnozabavni rock,Slovene,0,2010,11.0,SF2
